"accessno","subject"
"0000009027","Waitresses- handbooks, manuals, etc."
"0000009027","table service- hadbooks, manuals, etc."
"0000009028","Hotel housekeeping-management"
"0000009032","Grilling cooking"
"0000009032","Cooking"
"0000009033","Mathematics"
"0000009033","Business mathematics"
"0000009033","Cookery--Mathematics"
"0000009035","Tourism"
"0000009034","Special Events-Management"
"0000009038","Cooking"
"0000009036","Quantity cookery"
"0000009036","food services"
"0000009037","Baking"
"0000009037","Food presentation"
"0000009039","Irish Cooking"
"0000009040","Customer Services- study and teaching"
"0000009040","Hospitality industry- study and teaching"
"0000009040","Hotels- Training of employees"
"0000009040","Etiquette"
"0000009041","Hotels-Accounting"
"0000009041","Taverns (Inns)-Accounting"
"0000009041","Food service-accounting"
"0000009041","managerial accounting"
"0000009042","Bartenders"
"0000009042","Bartending-handbooks, manuals, etc."
"0000009043","Hospitality industry-management"
"0000009043","Leisure industry- management"
"0000009043","Hotel management"
"0000009044","Bartending"
"0000009045","Menus"
"0000009045","Caterers and catering"
"0000009045","food service management"
"0000009050","Cookery"
"0000009051","Cookery"
"0000009052","Food management"
"0000009052","Alcoholic beverages"
"0000009053","Hotels"
"0000009053","Restaurants"
"0000009054","Food service-Australia"
"0000009054","Quantity cookery"
"0000009054","caterers and catering-Australia"
"0000009055","Restaurant, lunch rooms"
"0000009055","Customer relations"
"0000009056","Table Service"
"0000009057","Food service-cost control"
"0000009058","Restaurants-Prices"
"0000009058","Food services-Prices"
"0000009058","Menus"
"0000009059","Food service management"
"0000009059","food service-cost control"
"0000009060","Hospitality management"
"0000009061","Hotel mgt."
"0000009063","Tourism"
"0000009064","Hospitality industry- management"
"0000009065","Hospitality industry"
"0000009067","Bars (Drinking establishments)--Management"
"0000009067","Alcoholic beverages"
"0000009068","Cocktails"
"0000009068","Bartending"
"0000009069","Food Service Managemant"
"0000009071","Menu design"
"0000009072","Cocktails"
"0000009072","Bartending"
"0000009073","Thai-cooking"
"0000009074","Cooking"
"0000009075","Cost accounting"
"0000009076","Geriatric Nursing"
"0000009076","Nurse Practitioners"
"0000009076","Aged-Medical care"
"0000009077","Nursing handbooks, manuals, etc."
"0000009078","Transcultural nursing"
"0000009078","Nursing- social aspects"
"0000009078","Nursing- cross-cultural studies"
"0000009079","Sexual Behavior-periodicals"
"0000009079","Sexual Hygiene -periodicals"
"0000009079","Sex education-periodicals"
"0000009080","Biochemistry"
"0000009081","Pediatric nursing- handbooks, manuals, etc."
"0000009081","nursing care plans- handbooks, manuals, etc."
"0000009082","Nursing"
"0000009083","Clinical health"
"0000009084","Medical ethics"
"0000009084","Bioethics"
"0000009084","Medical ethics-social aspects"
"0000009084","Medical laws and legislations"
"0000009085","Psychology"
"0000009085","Behaviorism"
"0000009086","Nursing care"
"0000009086","Pediatric nursing- handbook, manuals"
"0000009087","Nursing- research and planning"
"0000009088","Nutrition"
"0000009089","Practical nursing-handbooks, manuals, etc."
"0000009089","Practical nursing- study and teaching"
"0000009090","Physiology, Pathological"
"0000009091","Food-service management"
"0000009092","Microbiology"
"0000009092","Medical microbiology"
"0000009093","Surgical nursing"
"0000009093","nursing"
"0000009094","Pathology"
"0000009094","Human anatomy"
"0000009094","Human physiology"
"0000009095","Nursing ethics"
"0000009096","Microbiology"
"0000009096","Medical microbiology"
"0000009097","Health education"
"0000009097","Health promotion"
"0000009098","Mental and emotional illnesses and disturbances"
"0000009099","Nursing management"
"0000009100","Drugs- handbooks, manuals"
"0000009100","chemotherapy- handbooks, manuals"
"0000009100","nursing- handbooks, manuals"
"0000009100","drug therapy- nurses' instructions"
"0000009101","Nursing"
"0000009101","Medical handbooks and manuals"
"0000009102","Nursing ethics"
"0000009103","Pharmacology"
"0000009104","Public health-research- citizen participation"
"0000009104","Public health-research-methodology"
"0000009104","Community health services"
"0000009105","Community Health Nursing"
"0000009105","Public Health Nursing"
"0000009107","Community Health nursing"
"0000009107","Public Health Nursing"
"0000009108","Bioethics"
"0000009109","Health Education"
"0000009109","Health Promotion"
"0000009110","Psychiatric nursing--handbooks, manuals etc."
"0000009110","Nursing social aspects--handbooks, manuals etc."
"0000009111","Nursing"
"0000009112","Diagnosis & prognosis"
"0000009113","Medical jurisprudence"
"0000009114","Human Diseases"
"0000009115","Nursing care plans"
"0000009115","Patient care planning"
"0000009115","Nursing process handbooks"
"0000009116","Nursing care plans"
"0000009117","Nursing diagnosis"
"0000009118","Health"
"0000009119","Drug therapy"
"0000009119","Pharmaceutical arithmetic"
"0000009120","Orthopedics--Handbooks, manuals, etc."
"0000009121","Electrocardiography--Handbooks, manuals, etc."
"0000009121","Nursing--Handbooks, manuals, etc."
"0000009122","Nursing  Care"
"0000009123","Critical thinking- problems, exercises"
"0000009126","Pharmaceutical arithmetic"
"0000009127","Pharmaceutical arithmetic"
"0000009128","Occupational ethics"
"0000009129","Medical care"
"0000009130","Venereal disease"
"0000009131","Nursing- study and teaching"
"0000009131","Medical sciences"
"0000009131","Science"
"0000009131","Allied health personnel- vocational guidance"
"0000009132","Medicine- terminology"
"0000009133","Family nursing"
"0000009134","Nursing"
"0000009135","Diagnosis laboratory- dictionaries"
"0000009135","Nursing-dictionaries"
"0000009135","Diagnosis laboratory- nurses' instruction"
"0000009135","Diagnostic tests routine- nursing handbooks"
"0000009136","Electrocardiography"
"0000009137","Surgery, Operative- handbooks, manuals, etc."
"0000009137","Surgical instruments and apparatus- handbooks"
"0000009137","Operating rooms- equipment and supplies"
"0000009138","Psychiatric nursing"
"0000009138","Nursing-social aspects"
"0000009139","Medical microbiology"
"0000009139","Allied health personnel"
"0000009140","Diseases-handbooks"
"0000009140","Diagnosis- handbooks"
"0000009140","Therapeutics- handbooks"
"0000009141","Chemistry"
"0000009142","Chemistry"
"0000009143","Nursing care"
"0000009144","Community development"
"0000009144","Community services"
"0000009145","Microbiology--Laboratory manuals"
"0000009146","Critical thinking"
"0000009147","Nursing-Drug guide"
"0000009148","Diagnostic, laboratory"
"0000009148","Nursing"
"0000009149","Psychiatric nursing"
"0000009149","Psychotherapy"
"0000009149","Nurse and patient"
"0000009150","Nursing"
"0000009151","Medical statistics"
"0000009151","Statistics"
"0000009152","Nursing--Handbooks, manuals etc."
"0000009153","Anatomy"
"0000009153","Physiology"
"0000009154","Pharmacology"
"0000009154","Nursing"
"0000009155","Human physiology"
"0000009155","Human anatomy"
"0000009156","Human anatomy"
"0000009156","Human physiology"
"0000009157","Nursing"
"0000009157","Surgical Nursing"
"0000009158","Nursing"
"0000009158","Surgical nursing"
"0000009158","Psychophysiology"
"0000009159","Human body"
"0000009160","Medicine-dictionaries"
"0000009161","Pharmaceutical arithmetic"
"0000009161","Emergency medicine"
"0000009162","Medical care"
"0000009162","Medical care- study and teaching"
"0000009162","Medicine- study and teaching"
"0000009162","Medicine-vocational guidance"
"0000009163","Ecology"
"0000009164","Medical, nursing and allied health"
"0000009165","First aid in illness and injury"
"0000009166","Emergency first-aid"
"0000009167","nursing process"
"0000009168","Health promotion"
"0000009169","Nursing consultants"
"0000009170","Medical emergencies"
"0000009170","Critical care medicine"
"0000009170","Geriatrics"
"0000009171","Pharmacology and therapeutics"
"0000009172","NURSING SERVICES ADMINISTRATION"
"0000009173","Nursing services-Administration"
"0000009173","Nursing supervisory- handbooks"
"0000009174","Nursing-practice"
"0000009174","Nursing- trends (U.S.)"
"0000009175","Nursing-philosophy"
"0000009175","Nursing theory"
"0000009176","Nutrition"
"0000009176","Nutritionally induced diseases"
"0000009176","Diet therapy"
"0000009177","Pharmaceutical arithmetic"
"0000009177","Emergency medicine- mathematics"
"0000009178","Biometry"
"0000009179","Community health nursing"
"0000009180","Anatomy"
"0000009180","Physiology"
"0000009181","Pharmacology and therapeutics"
"0000009181","Prescribing drugs"
"0000009182","Chemistry"
"0000009183","Maternity nursing"
"0000009183","Pediatric nursing"
"0000009184","Pediatric nursing-exams, questions"
"0000009184","Pediatric nursing- outlines, syllabi"
"0000009185","Emergency medicine"
"0000009186","Nursing"
"0000009187","Pathophysiology"
"0000009188","Nursing-philosophy"
"0000009189","Psychiatric nursing"
"0000009190","Psychiatric nursing"
"0000009190","Mental disorders--Nursing"
"0000009191","Pharmacology"
"0000009191","Drugs administration"
"0000009191","Pharmaceutical arithmetic"
"0000009191","Nursing"
"0000009193","Medical jurisprudence"
"0000009194","English language- business English"
"0000009195","medical dictionary"
"0000009196","therapeutics"
"0000009197","Nursing services-administration"
"0000009198","medical ethics"
"0000009199","Human physiology"
"0000009199","Human anatomy"
"0000009200","Maternity nursing- exams, questions"
"0000009200","maternity nursing- outlines, syllabi"
"0000009202","Nutrition"
"0000009203","Surgical instruments and apparatus"
"0000009204","Nursing"
"0000009205","Transcultural medical care- U.S."
"0000009205","Health attitudes-U.S."
"0000009205","Transcultural nursing-U.S."
"0000009206","Nurses-psychology"
"0000009206","Self- perception"
"0000009206","Achievement"
"0000009206","Professional practice"
"0000009206","Self-concept"
"0000009206","Social perception"
"0000009207","Medical policy- United States"
"0000009207","Public Health- United States"
"0000009207","Physical therapy-practice"
"0000009207","Occupational therapy- practice"
"0000009208","Nursing process"
"0000009209","Nursing education"
"0000009210","Microbiology"
"0000009211","Chemistry"
"0000009212","Nursing students-handbooks, manuals"
"0000009212","Nursing- study and teaching"
"0000009213","Nursing"
"0000009214","Operative surgery"
"0000009214","Medical-Surgical Nursing"
"0000009215","Chemistry"
"0000009216","Pedriatric Nursing"
"0000009217","Respiratory organs-Diseases-Nursing- handbooks etc"
"0000009218","Respiratory organs-Diseases-Nursing-Handbooks etc"
"0000009219","Nursing"
"0000009219","Holistic Nursing"
"0000009219","Nursing process"
"0000009220","Nursing-Autralia-Case studies"
"0000009220","Holistic nursing-Australia-case studies"
"0000009220","Nursing-Problems, exercises, etc"
"0000009221","Microbiology"
"0000009222","Community health services"
"0000009223","Medical care-United States"
"0000009223","Public health-United States"
"0000009223","Medical policy-United States"
"0000008790","Jokes"
"0000008780","Accounting"
"0000008759","Crisis intervention -- study and teaching"
"0000008759","Crisis intervention -- administration"
"0000000579","Management Of Distribution (marketing)"
"0000000580","Partnership"
"0000000580","Corporation"
"0000000581","Partnership"
"0000000581","Corporation"
"0000000583","Marketing"
"0000000584","Marketing"
"0000000586","Partnership"
"0000000586","Corporation"
"0000000077","Abstract art"
"0000000070","Marketing"
"0000000200","Cake Science"
"0000000589","Marketing"
"0000000589","Abstract art"
"0000000077","Principles of Marketing"
"0000000590","Tester"
"0000000594","Science"
"0000000596","TESTER"
"0000000596","Books"
"0000000597","MYSTIFY"
"0000000602","Test machines"
"0000000602","Micheline"
"0000000604","Management Of Distribution (Marketing)"
"0000000605","Partnership"
"0000000605","Corporation"
"0000000606","Partnership"
"0000000606","Corporation"
"0000000611","Management Of Distribution (Marketing)"
"0000000612","Management Of Distribution (Marketing)"
"0000000613","Management Of Distribution (Marketing)"
"0000000615","Management Of Distribution (Marketing)"
"0000000616","Management Of Distribution (Marketing)"
"0000000617","Marketing"
"0000000617","Abstract art"
"0000000617","Principles of Marketing"
"0000000618","Creative Activities"
"0000000067","Partnership"
"0000000067","Corporation"
"0000000077","Marketing"
"0000000077","Abstract art"
"0000000077","Principles of Marketing"
"0000000077","Marketing"
"0000000077","Abstract art"
"0000000077","Principles of Marketing"
"0000000077","Marketing"
"0000000077","Abstract art"
"0000000077","Principles of Marketing"
"0000000624","Management Of Distribution (Marketing)"
"0000000624","Management Of Distribution (Marketing)"
"0000000625","Marketing"
"0000000625","Abstract art"
"0000000625","Principles of Marketing"
"0000000625","Marketing"
"0000000625","Abstract art"
"0000000625","Principles of Marketing"
"0000000625","Marketing"
"0000000625","Abstract art"
"0000000625","Principles of Marketing"
"0000000625","Marketing"
"0000000625","Abstract art"
"0000000625","Principles of Marketing"
"0000000626","Management Of Distribution (Marketing)"
"0000000626","Management Of Distribution (Marketing)"
"0000000627","Management Of Distribution (Marketing)"
"0000000627","Management Of Distribution (Marketing)"
"0000000628","Management Of Distribution (Marketing)"
"0000000628","Management Of Distribution (Marketing)"
"0000000629","Marketing"
"0000000629","Abstract art"
"0000000629","Principles of Marketing"
"0000000629","Marketing"
"0000000629","Abstract art"
"0000000629","Principles of Marketing"
"0000000629","Marketing"
"0000000629","Abstract art"
"0000000629","Principles of Marketing"
"0000000629","Marketing"
"0000000629","Abstract art"
"0000000629","Principles of Marketing"
"0000000636","Budget"
"0000000077","Marketing"
"0000000077","Abstract art"
"0000000077","Principles of Marketing"
"0000000077","Marketing"
"0000000077","Abstract art"
"0000000077","Principles of Marketing"
"0000000077","Marketing"
"0000000077","Abstract art"
"0000000077","Principles of Marketing"
"0000000077","Marketing"
"0000000077","Abstract art"
"0000000077","Principles of Marketing"
"0000000084","Creative Activities"
"0000000640","Budget"
"0000000641","Budget"
"0000000642","Budget"
"0000000644","Management Of Distribution (Marketing)"
"0000000644","Management Of Distribution (Marketing)"
"0000000644","Management Of Distribution (Marketing)"
"0000000644","Management Of Distribution (Marketing)"
"0000000645","Budget"
"0000000646","Management Of Distribution (Marketing)"
"0000000646","Management Of Distribution (Marketing)"
"0000000646","Management Of Distribution (Marketing)"
"0000000646","Management Of Distribution (Marketing)"
"0000000647","Food Service - Australia"
"0000000647","Quantity Cookery"
"0000000647","Caterers And Catering - Australia"
"0000011647","Food Service - Australia"
"0000011647","Quantity Cookery"
"0000011647","Caterers And Catering - Australia"
"0000000648","Food Service - Australia"
"0000000648","Quantity Cookery"
"0000000648","Caterers And Catering - Australia"
"0000022648","Food Service - Australia"
"0000022648","Quantity Cookery"
"0000022648","Caterers And Catering - Australia"
"0000000649","Budget"
"0000022649","Budget"
"0000000650","Budget"
"0000011650","Budget"
"0000000654","Management Of Distribution (Marketing)"
"0000000654","Management Of Distribution (Marketing)"
"0000000654","Management Of Distribution (Marketing)"
"0000000654","Management Of Distribution (Marketing)"
"0000000082","Marketing Management"
"0000000082","Marketing Management"
"0000000082","Marketing Management"
"0000000104","Medical Ethics"
"0000000104","Medical Ethics"
"0000000105","Management Of Distribution (Marketing)"
"0000000106","Programming - Ibm Pc And Assembly Language"
"0000000106","Programming Languages. I. Title"
"0000000107","Management Of Distribution (Marketing)"
"0000000108","Conducts Of Meetings"
"0000050017","123456789 ABCDEF 1234567890 ASBCDEF 123456789BASE"
"0000000112","Philippines - History - 1812-1898 - Propaganda"
"0000000112","Propaganda movement - Philippines"
"0000000113","Philippines - History - 1812-1898 - Propaganda"
"0000000113","Propaganda movement - Philippines"
"0000000114","Religious education"
"0000008377","SUBJECT.001"
"0000008377","SUBJECT.002"
"0000008376","SUBJECT.001"
"0000008376","SUBJECT.002"
"0000008208","SUBJECT.001"
"0000008208","SUBJECT.002"
"0000333141","Curriculums-planning,design,construction"
"0000333141","SUBJECT.001"
"0000333141","SUBJECT.002"
"0000008374","SUBJECT.002"
"0000300145","English Fiction"
"0000300145","SUBJECT.002"
"0000300146","English Fiction"
"0000008172","SUBJECT.002"
"0000008210","SUBJECT.002"
"0000008210","SUBJECT.003"
"0000300148","Algebra"
"0000300148","SUBJECT.002"
"0000300148","SUBJECT.003"
"0000008035","TEST.002"
"0000008375","Research.002"
"0000008378","Research.03"
"0000008378","Research.02"
"0000300153","English Fiction"
"0000300153","Research.03"
"0000300153","Research.02"
"0000300154","Philippines - History - 1812-1898 - Propaganda"
"0000300154","Propaganda movement - Philippines"
"0000300155","English Fiction"
"0000300155","SUBJECT.002"
"0000009023","TESTERov"
"0000300156","Philippines - History - Insurrection, 1896 - 1898"
"0000300156","123456789 ABCDEF 1234567890 ASBCDEF 123456789BASE"
"0000300157","English language-terms & phrases--dictionaries"
"0000300157","English language-idioms-dictionaries"
"0000300157","Figures of speech--dictionaries"
"0000300157","(1.English language-idioms-dictionaries 2.Figures"
"0000300157","of speech-dictionaries)"
"0000300158","Volcanoes-Philippine"
"0000300158","SUBJECT.002"
"0000300159","Volcanoes-Philippine"
"0000300159","SUBJECT.002"
"0000300160","English language-terms & phrases--dictionaries"
"0000300160","English language-idioms-dictionaries"
"0000300160","Figures of speech--dictionaries"
"0000300160","(1.English language-idioms-dictionaries 2.Figures"
"0000300160","of speech-dictionaries)"
"0000300162","Third Subject"
"0000300161","Philippines - History - 1812-1898 - Propaganda"
"0000300161","Propaganda movement - Philippines"
"0000300161","Third Subject"
"0000300162","Philippines - History - 1812-1898 - Propaganda"
"0000300162","Propaganda movement - Philippines"
"0000300162","Third Subject"
