"accessno","bibliogra"
"0000008685","Davies,hugh Sykes. The poets and their critics;chaucer to collius.. London : Hutchinson Educational Ltd., c1960."
"0000008686","Duncan, Robert Lipscomb (date). Temple dogs. New York : William Morrow and Co., Inc., c1977."
"0000008687","Delillo, Don. The days room. New York : Alfred A. Knopf, Inc., c1986."
"0000008688","Delillo, Don. Players. New York : Alfred A. Knopf, c1977."
"0000008689","Drury, Allen. Come nineveh, come tyre. New York : Doubleday and company, Inc., c1973."
"0000008690","Edmonds,thomas P. [et al.] Fundamental managerial accounting concepts. Boston : McGraw-Hill, c2003."
"0000008691","Brady,Frank. English Prose and poetry 1660-1800: a selection. New York : Holt,Rinehart and Winston, c1964."
"0000008692","Eiseley, Loren. Darwin's century:evolution and the then who discovered it. New York : Anchor Books., c1958."
"0000008693","Effinger,george Alec. Mixed feelings. New York : Harper And Row,Pub.,, c1974."
"0000008694","Egleton,clive. The Bormann brief. New York : Coward, McCann and Geoghegan, c1974."
"0000008695","Elton,ben. Popcorn. New York : St. Martin Press., c1996."
"0000008696","Estolas,josefina V. [et al.] Introduction to humanities(arts for fine living). Mandaluyong City : National book Store., c1995."
"0000008697","Ellmann,richard. Ulysses on the liffey. New York : Oxford university Press., c1972."
"0000008698","Enriquez,milagros Santiago [et al.]. Bulakena;anyo at kasaysayan ng barot saya. Malolos,bulacan : Center for bulacan studies, c1999."
"0000008699","Endres, Al. Improving R and D performance;the juran way. New York : John Wiley and Sons,Inc., c1997."
"0000008701","Horgen,turid H.,1944. Excellence by design:transforming workplace and work practice. New York : John Wiley and Sons,Inc., c1998."
"0000008702","Emory,doug. Improve your essays. New York : McGraw-Hill., c1995."
"0000008703","Folf,jeannie [et al.]. Introduction to managerial accounting.. New York : McGraw-Hill, c2002."
"0000008704","Fordyce, Jack K. Managing with people: a manager's handbook of organization developmnt methods.. Reading, Massachusetts : Addison- Wesley Publishing Comp., c1971."
"0000008705","Franson, Paul. Hidh tech, high hope : turning your vision of technology into business success. New York : John Wiley & Sons, Inc., c1998."
"0000008706","Frias, Solita A. [et al.] Elementary accounting (Partnership and Corporation).. 4th Ed. ed. Makati City : Goodwill Bookstore, c2001."
"0000008708","Frias, Solita A. [et al.] Elementary accounting (Partnership and Corporation). Makati City : Goodwill Bookstore, c2001."
"0000008709","Fajardo, Feliciano. Management.. Manila : Rex Book Store, c1997."
"0000008710",". Firewood Crops : shrub and tree species for energy production.. Volume 2. Washington, D.c. : National Academy Press, c1986."
"0000008714","Fox, Stuart Ira. Human physiology. 6th ed. Boston : McGraw-Hill, c1999."
"0000008715","Fast, Howard. Max. Boston : Hougton Mifflin Co., c1982."
"0000008716","Fifield, William. The sign of Taurus. New York : Holt, Rinehart and Winston, c1960."
"0000008717","Fuller, Charles. Zooman and the sign. Garden City, New York : Nelson Doubleday, Inc., c1982."
"0000008718","Fuller, Charles [et al.]. Zooman and the sign.. Garden City, New York : Nelson Doubleday, Inc., c1982."
"0000008719","Fuller, Charles [et al.]. Zooman and the sign.. Garden City, New York : Nelson Doubleday, Inc., c1982."
"0000008720","Garcia, Carolina U. [et al.] Highlights of World literature (Part 1-Classical literature). Manila : UST Publishing House, c1997."
"0000008721","Gandhi, M.k. An Autobiography or the story of my experiments with truth. Ahmedabad : Navajivan Publishing House, c1945."
"0000008722","Gibilisco, Stan. Teach yourself electricity and electronics. 2nd ed. New York : McGraw-Hill, c1997."
"0000008724","Gerstein, Marc Saul. The technology connection. California : Addison-Wesley Pub. Co., c1987."
"0000008725","[et al.]. Great speeches for the young orator. Makati, Metro Manila : Tahanan Books for Young readers, c19997."
"0000008726","Gray, Sandra T. Evaluation with power : a new approach to organizational effectiveness, empowerment and excellence. 1st ed. San Francisco : Jorsey-Bass Publishers, c1998."
"0000008727","Grene, David. Euripides II. Chicago : Phoenix Books, c1969."
"0000008728","Glaskin, Gerald M. Flight to landfall. New York : St. Martin's Press, c1980."
"0000008729","Gilbert, Michael Francis. Flash point. San Francisco : Harper & Row, Publishers, c1974."
"0000008730","Guillermo, Ramon [et al.]. Ang kasaysayan ng daigdig.. Manila : IBON Foundation, c2002."
"0000008731","Go, Josiah. Fundamentals of marketing in the Philippine setting.. Quezon City : Phil. Asso. of Marketing Educators, c2001."
"0000008732","Golay, Michael. Where America stands 1997. New York : John Wiley & Sons, inc., c1997."
"0000008734","Harrison, Jeffrey S. Foundations in strategic management.. Cincinnati, Ohio : South Western College, c1998."
"0000008735","Hilton, Ronald. Managerial accounting.. 4th ed. Boston : McGraw-Hill, c1999."
"0000008736","Hemingway, Ernest. The sun also rises.. New York : Charles Scribner's Sons, c1926."
"0000008737","Hailey, Arthur. Airport : a dramatic, intensely human, behind-the-scenes story about one night of stormdanger .... New York : The Reader's Digest Association, c1969."
"0000008738","Herlihy, James Leo. MIdnight cowboy.. New York : Simon & Schuster, Inc., c1965."
"0000008739","Henissart, Paul. Margin of errors.. New York : Simon & Schuster, c1980."
"0000008740","Higgins, George V. A year or so with Edgar.. New York : Harper & Row Publishers, c1979."
"0000008741","Higgins, Jack. Storm warning.. New York : Holt, Rinehart and Winston, c1976."
"0000008742","Higgins, Jack. The last place God made.. New York : Holt, Rinehart and Winston, c1971."
"0000008743","Hitchcock, Alfred. My favorites in suspense.. New York : Random House, c1959."
"0000008744","Hoffman, Alice. Illumination night.. New York : G.P. Putnam's Sons, c1987."
"0000008745","Havinas, Stratis. The heroic age.. New York : Simon and Schuster, c1984."
"0000008746","Haycox, Ernest. The adventures. Boston : Little Brown and Company, c1954."
"0000008747","Horgan, Paul. Everything to live for. New York : Farrar, Straus and Giroux, c1968."
"0000008748","Hemingway, Ernest. A movable feast. New York : Charles Scribner's Sons, c1964."
"0000008749","Hyde, Christopher. Maxwell's train. 1st ed. New York : Villard Books, c1984."
"0000008750","Horgan, Paul. Mountain standard time : main line west far from Cibola the common heart.. New York : Farrar, Straus & Cudahy, c1962."
"0000008751","Holroyd, Michael. Bernard Shaw. New York : Random House, c1989."
"0000008752","Herley, Richard. The stone arrow. [s.n.] : St. Martin Press, c1979."
"0000008753","Hellriegel, Don [et al.]. Management.. 8th ed. Cincinnati : South-Western College Publishing, c1999."
"0000008754","Heuring, Vincent P. [et al.] Computer systems design and architecture.. [s.n.] : [s.n.], c."
"0000008755","Hermosa, Eleanor Eme E. Worktext creative writing young Filipino writers for young Filipinos. Quezon City : SIBS Publishing House, Inc., c2000."
"0000008756","Horgren, Charles T. [et al.] Introduction to financial accounting. 7th ed. New Jersey : Prentice-Hall, Inc., c1999."
"0000008757","Hermanson, Roger H. [et al.] Accounting principles.. 5th ed. Boston : IRWIN, c1992."
"0000008758","Hein, Lucille E. Entertaining your child. New York: Harper & Row Publishers, c1975."
"0000008759","Hoff, Lee Ann [et al.]. Creating excellence in crisis care : a guide to effective training and program designs. San Francisco : Jossey-Bass Publishers, c1998."
"0000008760","Hunt, Christopher W. [et al.] Job seekers guide to Silicon Valley recruiters. New York : John Wiley & Sons, Inc., c1998."
"0000008761","Heenan, David A. [et al.] Co-leaders :the power of great partnership. New York : John Wiley & Sons, c1999."
"0000008762","Heaney, Seamus. Wintering out. Queen Square, London : Faber and Faber, c1973."
"0000008763",". Historical judgment reconsidered. Washington, D.c. : Howard University Press, c1988."
"0000008764","Ainsworth, Penne [et al.]. Introduction to accounting : an integrated approach. 2nd ed. Boston : Mcgraw-Hill, c2000."
"0000008765","Knickerbocker, K.l. [et al.] Interpreting literature.. 7th ed. New York : Holt, Rinehart and Winston, c1985."
"0000008766","Halal, William E. [et al.] The infinite resources : creating and managing the knowledge enterprise.. 1st ed. San Francisco : Jossey-Bass Publishers, c1998."
"0000008767","Imparato, Nicholas [et al.]. Jumping the curve : innovation and strategic choice in an age of transition.. 1st ed. San Francisco : Jossey-Bass Publishers, c1994."
"0000008768","Ignacio, Monico H. An introduction to business and management. Manila : Sinag-Tala Publishers, c1989."
"0000008769","Johnson, Samuel. Lives of the English poets.. New York : London T.M. & Sons Ltd., c1961."
"0000008770","Tennings Oates, Whitney. Greek literature in translation. New York : David McKay Co., c1944."
"0000008771","Jennings, John. Chronicle of the Calypso, Clipper. Boston : Little Brown and Co., c1955."
"0000008772","Khan, M. Y. [et al.] Theory and problems in cost accounting. New Delhi : McGraw-Hill, c2001."
"0000008773","Kotler, Philip. Marketing management. New Jersey : Prentice-Hall, c2003."
"0000008775","Khan, M. Y. Cost accounting. New Delhi : McGraw-Hill, c2000."
"0000008776","Kostka, Stefan [et al.]. Tonal harmony with an introduction to twentieth century music. 2nd ed. New York : McGraw-Hill, c1989."
"0000008777","Kael, Pauline. Kiss kiss bang bang. [s.n.] : Little Brown and Co., c."
"0000008778","Kotler, Philip. Marketing professional services. New Jersey : Prentice-Hall, c1984."
"0000008779","Kotler, Philip. Principles of marketing. 8th ed. Singapore : Prentice-Hall, c1999."
"0000008780","Kieso, Donald E. Intermediate accounting. Canada : John Wiley & Sons, c1998."
"0000008781","Kittredge, George Lyman. Chaucer and his poetry. Cambridge, Massachusetts : Harvard University Press, c1956."
"0000008782","Kishel, Gregory F. Start, run and profit from your own home-based business. New York : John Wiley & Sons, c1999."
"0000008783","Kerrod, Robin. Transportation. New York : Marshal Cavendish, c1997."
"0000008784","Kafka, Franz. The metamorphosis and other stories. New York : Dover Publications, Inc., c1996."
"0000008785","Kennedy, William. Quinn's book. New York : Viking Penguin Inc., c1988."
"0000008786","Kennedy, Rose Fitzgerald. Times to remember. New York : Doubleday, c1974."
"0000008788","Keane, John B. [et al.] Durango a novel. Boulder, Colorado : Roberts Rinehart Publishers, c1992."
"0000008789","Keats, John. The selected poetry of Keats. New York : The New American Library, c1966."
"0000008790","Legman, G. [et al.] Rationale of the dirty joke : an analysis of sexual humor. New York : Grove Press, c1968."
"0000008792","Landy, Alice S. To read a poem. Lexington, Massachusetts : D. C. Heath and Company, c1979."
"0000008793","Luhr, William. Raymond Chandler and film. New York : Frederick Ungar Pub. Co., c1982."
"0000008794","Johansen, Robert [et al.]. Leading business terms : how teams can use technology and group process tools to enhance performance. California : Addison-Wesley Pub., c1991."
"0000008795","Lerner, Joel J. [et al.] Schaum's outline of theory and problems of principles of accounting. 5th ed. New York : Schaum's Outline Series, c1998."
"0000008796","Laing, R. D. Knots. New York : Pantheon Books, c1970."
"0000008797","Langley, Andrew. Television. New York : The Bookwright Press, c1987."
"0000008798","Linde, Shirley Motler. The whole health catalogue : how to stay well-cheaper. New York : Rawson Associates, c1977."
"0000008799","Loveless, Roger. Draw Galactic Worlds. New York : Tangerine Press, c1999."
"0000008800","Lander, J. R. Ancient and Medieval England : beginnings to 1509. New York : Harcourt Brace Jovanovich, Pub., c1973."
"0000008801","Lipschutz, Seymour. Discrete mathematics : based on Schaum's outline of theory and problems of Discrete Mathematics. 2nd ed. New York : McGraw-Hill, c2003."
"0000008802","Mejorada, Nenita A. D. Textbook of management (Advisory) services, part II. 3rd ed. Makaty City : Goodwill Trading Co., Inc., c1998."
"0000008803","Montana, Patrick. Management. 2nd ed. New York : Barron's Educational Series, Inc., c1996."
"0000008805","Mison, Ione B. Human behavior in business organization : an inter disciplinary approach. 2nd Rev. Ed. ed. Manila : University of the East (TEPO), c1996."
"0000008806","Martin, Matt L. Fundamentals of production. 1st ed. Quezon City : JMC Press, c1996."
"0000008807","Mejorada, Nenita D. Textbook and reviewer of management services part I. 3rd ed. Makati City : Goodwill trading Co., c2001."
"0000008808","Maramba, Asuncion David. Seven in the eye of history : Eugenia Duran Apostol, Corazon Cojuangco Aquino, Mach-ing Dulag.... Pasig City : Anvil Pub. Inc., c2000."
"0000008809",". The making of the modern world : 1815-1914. New York : Thomas Y. Crowell Company, c1967."
"0000008810","Mclntyre, Dennis. Split secong. New York : Nelson Doubleday Inc., c1984."
"0000008811","Mccarthy, Edmund Jerome. Basic Marketing : a global managerial approach. 11th ed. Boston : IRWIN, c1993."
"0000008812","Tonne, Herbert A. Methods of teaching business subjects. 3rd ed. New York : McGraw-Hill, c."
"0000008813","Mcadams, Jerry. The reward plan advantage : a manger's guide to improving business performances through people. San Francisco : Jossey-Bass Publishers, c1996."
"0000008814","Mejorada, Nenita D. Business finance. Makaty City : Goodwill Trading Co., Inc., c1999."
"0000008815","Mejorada, Nenita A. D. Advanced accounting part I. 4th ed. Manila : Goodwill Trading Co., inc., c2000."
"0000008816","Meigs, Robert T. Financial accounting. 8th ed. North America : McGraw-Hill, Inc., c1995."
"0000008817","Miranda, Gregorio S. Element of business finance. 4th Rev. Ed. ed. [s.n.] : L & G Business House, c1991."
"0000008818","Medina, Roberto G. Principles of marketing. Manila : Rex Book Store, c1990."
"0000008819","Mejorada, Nenita A. D. Advanced accounting part II : based on Philippine law and accounting practice. 3rd ed. Makati City : Goodwill Trading Co., c1996."
"0000008820","Mejorada, Nenita A. D. Advanced accounting part II : based on Philippine law and accounting practice. 4th ed. Manila : Goodwill Trading Co., Inc., c2000."
"0000008821","Mcneili, William Hardy. A world history. 4th ed. New York : Oxford University, c1999."
"0000008822","Models and motivations for writing. New York : Thomas Nelson and Sons, c1941."
"0000008823","Manlapaz, Edna Z. the college research paper : a step-by- step guide to term paper writing for Filipino students. Pasig City : Anvil Publication, c1995."
"0000008824","Mejorada, Nenita D. Investment management and personal finance. 1st ed. Quezon City : JMC Press, c2001."
"0000008825","Madulid, Domingo. A pictorial cyclopedia of Philippine ornamental plants. Makati City : Bookmark, c2000."
"0000008826",". Modyul I Pagsisimula ng gatasan o dairy : mga produkto mula sa gatas. [s.n.] : [s.n.], c."
"0000008827",". Modyul III paghahanda ng mga kending gawa sa gatas. Makati City : Tech. Livelihood Resource Center, c."
"0000008828","Modyul II and gatas at ang mga produkto nito : mga produkto mula sa gatas. [s.n.] : [s.n.], c."
"0000008829","Mohrman, Susan Albers [et al.]. Self-designing organizations : learning how to create high performance. Menlo Park, California : Addison-Wesley Pub., Co., c1989."
"0000008830","Manaois, German M. Drafting volume 2. Quezon City : Phoenix Pub. House, c1999."
"0000008831","Manaois, German M. Drafting volume I. Quezon City : Phoenix, Pub. House, c2000."
"0000008832","Murray, Gilbert. The rise of the Greek epic. 4th ed. London : Oxford University Press, c1961."
"0000008833","Marsh, Ngaio. Light thickens. Boston : Little Brown and Company, c1882."
"0000008834","Moynahan, Julian. The deed of life. New Jersey : Princeton University Press, c1972."
"0000008835","Moore, Brian. The great victorian connection. New York : Brian Moore, c1975."
"0000008836","Miller, Sue. While I was gone. 1st ed. New York : Knopf, Alfred, c1999."
"0000008837","Martin, William. Nerve endings. New York : Crown Publishers, Inc., c1984."
"0000008838","Mangum, David. The Fargus technique. New York : Thomas V. Crowell Co., c1973."
"0000008839","Mailer, Norman. Ancient evenings. Boston : Little Brown and Co., c1983."
"0000008840","Macdonald, John Dann. The dreadful lemon sky. Philadelphia : J.P. Lippincott Company, c1974."
"0000008841",". Modern European poetry. Toronto : Bantam Books, c1978."
"0000008842","Miller, James E. Man in literature : comparative world studies in translation. Illinois : Scott, Foresman and Company, c1970."
"0000008843","Mack, Maynard. World masterpiecies. 3rd ed. New York : W.W. Norton & Co., Inc., c1973."
"0000008844","Mills, James. The prosecutor. New York : Farrar, Strausn and Giroux, c1969."
"0000008845","Markandaya, Kamala. A silence of desire. New Delhi : Sagar Publications, c1968."
"0000008846","Medvedev, P. N. The formal method in literary scholarship. Baltimore : John Hopkin's University Press, c1978."
"0000008847","Nolledo, Jose N. Principles of agrarian reforms, cooperatives and taxation. Mandaluyong City : National Book Store, c2000."
"0000008848","Nathan, Marilyn. Pastoral leadership : a guide to improving your management skills. London : Ronfledge Farmer, c2001."
"0000008849","Nemerov, Howard. Poetry and fiction essays. New Jersey : Rutgors University Press, c1963."
"0000008850","Noble, Thomas F. X. Western civilization : the continuing experiment. New York : Houghton Mifflin Company, c1998."
"0000008851","Nichols, William C. Treating people in families : an integrative framework. New York : THe Guiford Press, c1996."
"0000008852","Noer, David M. Breaking tree : a prescription for personal and organizational change. San Francisco, California : Jossey-Bass Inc., c1996."
"0000008853","Nohria, Nitin. The differentiated network : organizing multinational corporations for value creation. San Francisco : Jossey-Bass Pub., c1997."
"0000008854","Obiechina, Emmanuel N. Language and theme : essays on African literature. Washington D. C. : Howard University Press, c1990."
"0000008855","Ozick, Cynthia. The Cannibal galaxy. New York : Alfred A. Knoff, Inc., c1983."
"0000008856",
"0000008857","Pasternak, Boris. Doctor Zhivago. New York : Pantheon Books Inc., c1958."
"0000008858","Pargeter, Edith. The bloody field. New York : The Viking Press, c1972."
"0000008859","Patterson, James. Pop goes the weasel : a novel. 1st ed. Boston : Little Brown & Co., c1999."
"0000008860","Percy, Walker. The last gentleman. New York : Avon Books, c1966."
"0000008861","Plante, David. The woods. New York : Atheneum, c1982."
"0000008862","Pratchett, Terry. Reaper man. London : Victor Gollancz, c1991."
"0000008863","Ponicsan, Darryl. The last detail. New York : The Dial Press, c1970."
"0000008864","Prose, Francine. Household saints. New York : Ivy Books, c1981."
"0000008865",". Publication manual of the American Psychological Association. Washington Dc : American Psychological Association, c1983."
"0000008866","Salazar, Lucila A. [et al.] Panitikang Filipino. Quezon City : Katha Publishing Co., c1995."
"0000008867",". People Power 2: Lessons and hopes. Pasig City : ABS-CBN Publishing, c2001."
"0000008868","Gronbeck, Bruce E. Principles and types of speech communication. 13th ed. New York : Longman, c1996."
"0000008869","Pefianco, Erlinda C. [et al.] The Accounting Process: Principles and problems. 2nd ed. Makati City : Goodwill Trading Co, c1996."
"0000008870","Papalia, Diane E. [et al.] Human development. 7th ed. Boston : 0-07-116715-3, c1998."
"0000008871","National Research Council. Plant biotechnology research for developing countries : report of a panel of the board.... Washington D. C. : National Academy Press, c1990."
"0000008875","Prentice, William E. Fitness for college and life. 4th ed. Boston : Mosby, c1994."
"0000008876","Perez, Amy Torralba. Creative writing : what you need to know. Quezon City : Omniscience Publishing, Inc., c2001."
"0000008877","Pasimio, Renato. Parnership and corporation. Mandaluyong City : National Bookstore, c2000."
"0000008878",". Philippine literature : a history and anthology. Rev. Ed. ed. Pasig City : Anvil Pub., c1997."
"0000008879",
"0000008880","The poems of Alexander Pope. London : Methuen & Co. Ltd., c."
"0000008881","Raddall, Thomas A. The wings of might. New York : Doubleday & Co., c1956."
"0000008882","Robinson, Henry Morton. The Cardinal. New York : Pocket Books Inc., c1959."
"0000008883","Rogak, Lisa. Smart guide to managing your time. New York : John Wiley & Sons Inc., c1999."
"0000008884","Romero, Perlita P. An approach to literature (Modem Gennes from America, Britain and the Philippines. Quezon City : KAtha Pub. Co., Inc., c1997."
"0000008885","Rivers, Joan. Having a baby can be a scream. New York : Avon Books, c1974."
"0000008886","Russon, Allien R. Philosophy and psychology of teaching typewriting. Cincinnati : South-western Pub. Co., c1973."
"0000008887","Rouse, William. Don't jump to solutions : thirteen delutions that undermine strategic thinking. 1st ed. San Francisco : Jossey-Bass Publishers, c1998."
"0000008888","Robinson, John. Coach to Coach : business lessons from the locker room. Johannesburg : Pfeiffer & Co., c1996."
"0000008889","Rogers, Alisdair. Atlas of social issues. New York : Facts on File, Inc., c1990."
"0000008890",". 17th and 18th century art adapted by Ariane Ruskin. New York : McGraw-Hill, c1973."
"0000008891","Streibel, Barbara J. The manager's guide to effective meetings. New York : McGraw-Hill, c2003."
"0000008892","Simpson, Andrew. Discrete mathemetics by example. Boston : McGraw-Hill, c2002."
"0000008893","Smith, Ralph. Financial accounting basics. Boston : McGraw-Hill, c2002."
"0000008894","Silos, Leonardo R. Management and the TAO : organization as community. Quezon City : JMC Press, c1998."
"0000008895","Santos, Emmanuel T. Organization and management. Makati City : International Academy of Mngt. & Eco, c1999."
"0000008896","Stoner, James F. Management. Singapore : Pearson Education PTE Ltd., c2001."
"0000008897","Singer, Margaret Thaler. ""Crazy"" therapies : what are they?, do they work?. 1st ed. San Francisco : Jossey-Bass Pub., c1996."
"0000008898","Salita, Domingo C. Geography and natural resources of the Philippines. Makati City : Goodwill Bookstore, c1997."
"0000008899","Sauco, Consolacion P. Retorikang filipino pang-antas tersyaryo. Quezon City : Katha mpublishing Co., Inc., c1998."
"0000008900","Swanson, Robert. Century 21 accounting. Singapore : International Thomas Publishing, c1992."
"0000008901","Schermerhon, John R. Management. 6th ed. New York : John Wiley & Sons, c2001."
"0000008902","Sebastian, Victoria V. Kasaysayan ng mga bansang Asyano 2. 3rd ed. Quezon City : V.S. Publishing & Trading, c1994."
"0000008903","Sauco, Consolacion. Panitikang Filipino : pandalubhasaan. Quezon City : Katha Publishing Co., c1997."
"0000008904","Sanchez, Custodiosa A. Introduction to the humanities. Manila : Rex Book Store, c1998."
"0000008905","Soliven, Marivi. Subway cyclops. Makati City : Tahanan Books for young readers, c1995."
"0000008906","Saxelby, Catherine. Budget beaters : better living. Sydney : Southbank Communications Group, c1992."
"0000008907","Schein, Edgar H. Process consultation I. Menlo Park California : Addison-Wesley Pub., Co., c1988."
"0000008908","Schein, Edgar H. Process consultation II. Menlo Park, California : Addison-Wesley Pub. Co., c1987."
"0000008909","Saint Exupery, Antonio De. Night flight. New York : A Harvest/HBJ Book, c1932."
"0000008910","Scott, Douglas. Operation Artemis. New York : The Bobbs-Merrill Co., c1979."
"0000008911","Spurgeon, Caroline F. E. Shakespeare's imagery : and what it tells us. London : Cambridge University Press, c1966."
"0000008912",". A special kind of crime. New York : Doubleday & Co.. Inc., c1982."
"0000008913","Stone, Irving. Love is eternal : a novel about Mary Todd and Abraham Lincoln. New York : Doubleday & Co., c1954."
"0000008914","Schaeffer, Susan Fromberg. Anya. New York : Macmillan Publishing Co., c1974."
"0000008915","Selby, Hubert. Last exit to Brooklyn. New York : Grove Press, c1967."
"0000008916","Southerland, Ellease. Let the lion eat straw. New York : Charles Scriber's Sons., c1979."
"0000008918","Salerno, Nan F. Shaman's daughter. Englewood Cliffs,new Jersey : Prentice Hall, Inc., c1980."
"0000008919","Sallaska, Georgia. Priam's daughter. New York : Doubleday & Co., c1970."
"0000008920","Smart, J. S. The sonnetts of Milton. London : Clarendon Press, c1966."
"0000008921","Tuttle, Frederick B. Composition : a media approach. Washington, D.c. : National Education Association, c1978."
"0000008922","Schein, Edgar H. Career survival : strategic job and role planning. Johannesburg : Pfeiffer & Co., c1994."
"0000008923","Sattler, Henry V. Parents, children and the facts of life : a text on sex education for christian parents.... Paterson, New Jersey : St. Anthony Guild Press, c1952."
"0000008924","Sanders, Donald E. Dr. Sanders' guide to boosting dairy profits. Goleta, California : American Veterinary Pub., Inc., c1990."
"0000008925","Stacey, Ralph. Managing the unknowable : strategic bounderies between order and chaos in organization. 1st ed. San Francisco : Jossey-Bass Publishers, c1992."
"0000008926","Smith, Janice Yoder. Principles of anatomy and pysiology. 8th ed. New York : Harper Collins College Publishers, c1996."
"0000008927","Teodoro, Benjamin D. [et al.] The law on income taxation. 11th ed. Manila : Rex Book Store, c2001."
"0000008928","Thomas, Andrew. An introduction to financial accounting. 4th ed. Boston : McGraw-Hill, c2002."
"0000008929",". A king and no king. Lincoln : University of Nebraska Press, c1963."
"0000008930","Townshend, Pete. House's neck. Boston : Houghton Mifflin Co., c1985."
"0000008931","Turban, Efraim. Introduction to information technology. New York : John Wiley & Sons, c2000."
"0000008932","Tuazon, Teofilo Del Castillo [et al.]. Philippine literature from ancient times to the present. Quezon City : Del Castillo & Sons, c1974."
"0000008933","Tacitus the annals of imperial Rome. Rev. Ed. ed. Usa : Penguin Books, c1971."
"0000008934","A treasury of laughter : consisting of humorous stories, poems, essays,tall tales,jokes.... New York : Simon and Schuster, c1946."
"0000008935","Tan, Arsenia B. Introduction to literature. 4th ed. Mandaluyong City : Academic Publishing Corp., c2001."
"0000008936",". Beaumont and Fletcher : a king and no king. Lincoln : University of Nebraska Press, c1963."
"0000008937","Tortora, Gerald J. Principles of anatomy and physiology. Menlo Park, California : Harper Collins College Publishers, c1996."
"0000008938","Valix, Conrado T. Financial accounting vol. I. 2000 Ed. ed. Recto : GIC Enterprises & Co., c2000."
"0000008939","Valencia, Edwin G. Basic accounting : concepts, principles, procedures and applications. Baguio City : Valencia Educational Supply, c2002."
"0000008940","Valencia, Edwin G. [et al.] Income taxation : principles and laws with accounting applications. Baguio City : Valencia Educational Supply, c2001."
"0000008941","Valencia, Edwin G. Transfer and business taxation. Rev. Ed. ed. Baguio City : Valencia Educational Supply, c2002."
"0000008942","Valencia, Edwin G. Partnership and corporation accounting : concepts, principles, procedures and applications. Baguio City : Valencia Educational Supply, c2002."
"0000008943",". A visual journey. Owings Mills : The Intl. Lib. of Photography, c1998."
"0000008944","Vincendeau, Ginette, 1948- Encyclopedia of European cinema. New York : Facts on File Inc., c1995."
"0000008945","Ventura, Sylvia Mendez. Carlos P. Romulo. Manila : Tahanan Books for Young Readers, c1995."
"0000008946","Vicente, Ma. Violeta Viray. Partnership and corporation accounting. Manila : GIC Enterprises & Co., Inc., c1998."
"0000008947","Veneracion, Jaime B. Kasaysayan ng Bulacan. Kolonya, Alemanya : Bahay-Saliksikan ng Kasaysayan, c1986."
"0000008948","Waddle, Dianne, 1949. Organization development and change. Australia : Nelson Thompson Learning, c2000."
"0000008949","Wild, John J. Financial Accounting : information for decisions. 2nd Ed. ed. Boston : McGraw-Hill, c2003."
"0000008950","Williams, Allan, 1935. Shah-mak. New York : Coward, Mccann & Geoghegan, Inc., c1976."
"0000008951","Whitehouse, Arch. Wings for the Chariots. New York : Doubleday & Co., c1973."
"0000008952","Weinstein, Arnold. The fiction of relationship. New Jersey : Princeton University Press, c1988."
"0000008953","Webb, James. Field of fire. New Jersey : Prentice-Hall, c1971."
"0000008954","Wambaugh, Joseph. The black marble. New York : Delacorte Press, c1978."
"0000008955","Walters, Minette. The dark room. New York : G.P. Putnam's Sons, c1996."
"0000008956","West, Morris L. The shoes of the fisherman. New York : William Morrow and Co., c1963."
"0000008957","Whitney, Phyllis A. Columbella. New York : Doubleday & Company, c1966."
"0000008958","Whitney, Phyllis A. The turquoise mask. New York : Doubleday & Company, c1974."
"0000008959","White, T. H. The once and future king. New York : G.P. Putnam's Sons, c1958."
"0000008961","Williams, Thomas Rhys. The Dusun :a North Borneo Society. New York : Holt, Rinehart and Winston, Inc., c1966."
"0000008966","Wilson, Edwin. The theater experience. 6th ed. New York : McGraw-Hill, c1994."
"0000008967","Weygandt, Jerry. Accounting principles. 4th ed. Canada : John Wiley & Sons, c1995."
"0000008968","Weisinger, Hendrie. Emotional intelligence at work : the untapped edge for success. 1st ed. California : Jossey-Bass Inc., c1998."
"0000008969","Young, Hugh D. University physics : with modern physics. Singapore : Addison-Wesley Pub. Co., c2002."
"0000008970","Valencia, Edwin G. Reviewer and quizzer in taxation. Baguio City : Valencia Educational Supply, c2001."
"0000008972","Patron, Ida Yap. Interactive reading : responding to and writing about Philippine literature. Quezon City : Great Books Trading, c2002."
"0000008973","Gow, Carmelita M. Business ethics. Mandaluyong City : National Book Store, c2000."
"0000008974","Zulueta, Francisco. Philosophy made easy. Mandaluyong City : National Book Store, c2000."
"0000008975","Landis, Judson. Sociology : concepts and characteristics. 11th ed. Australia : Wadsworth Thomson Learning, c2000."
"0000008976","Cruz, Justice Isagani A. Fundamentals of English grammar. 2001 Ed. ed. Manila : Rex Book Store, c2001."
"0000008977","Zander, Alvin Frederick. Making groups effective. San Francisco : Jossey-Bass Publishers, c1994."
"0000008978","Zaide, Gregorio F. Jose Rizal : life, works and writing of a genius, writer,scientist and national hero. 2nd ed. Quezon City : All-Nations Pub. Co., c1999."
"0000008979","Zaide, Gregorio F. JOse Rizal : buhay, mga ginawa at mga sinulat ng isang henyo, manunulat, siyentipiko at pambansang bayani. Quezon City : All- Nations Pub. Co., c1999."
"0000008980","Zaide, Gregorio F. Jose Rizal : life, works, and writings. Mandaluyong City : National Book Store, c1992."
